AREASYMBOL,SPATIALVER,MUSYM,MUKEY,MUKEY_1,Clay
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",Gd,"363196","363196",58.00000000000
TX041,"5",BuC,"363182","363182",48.80000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",ChD,"363186","363186",28.00000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",TuA,"363237","363237",33.00000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",RsD,"363221","363221",30.60000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RtC,"363222","363222",37.50000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",ZaD,"363258","363258",34.20000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",BeB,"363176","363176",41.50000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",ZcD,"363261","363261",37.10000000000
TX041,"5",ZaD,"363258","363258",34.20000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",ZcB,"363260","363260",34.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",BoA,"363177","363177",29.50000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",LuD,"363209","363209",47.50000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",Pt,"363214","363214",0.00000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",Gd,"363196","363196",58.00000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",BuC,"363182","363182",48.80000000000
TX041,"5",ChD,"363186","363186",28.00000000000
TX041,"5",BuC,"363182","363182",48.80000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",Sb,"363225","363225",24.60000000000
TX041,"5",HbA,"363202","363202",42.50000000000
TX041,"5",WeA,"363249","363249",15.20000000000
TX041,"5",WeC,"363250","363250",15.20000000000
TX041,"5",Ur,"363247","363247",0.00000000000
TX041,"5",WeA,"363249","363249",15.20000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",LuD,"363209","363209",47.50000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",BeB,"363176","363176",41.50000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",Rr,"363219","363219",61.00000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",SnB,"363232","363232",31.80000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",KrD,"363204","363204",7.50000000000
TX041,"5",BuC,"363182","363182",48.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",Ka,"363203","363203",70.00000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",CrB2,"363189","363189",36.40000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",SnB,"363232","363232",31.80000000000
TX041,"5",SnB,"363232","363232",31.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",Sb,"363225","363225",24.60000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",ZcD,"363261","363261",37.10000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",MrA,"363211","363211",40.70000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",KuC,"363205","363205",45.20000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",KuC,"363205","363205",45.20000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",SnB,"363232","363232",31.80000000000
TX041,"5",BoA,"363177","363177",29.50000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",Us,"363248","363248",50.00000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",ReC,"363217","363217",21.30000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",RsD,"363221","363221",30.60000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",ScC,"363226","363226",36.70000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",DmA,"363192","363192",50.00000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",BuA,"363180","363180",48.60000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",EuB,"363194","363194",6.20000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",BeA,"363175","363175",41.20000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",ScC,"363226","363226",36.70000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",BeB,"363176","363176",41.50000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",ZcD,"363261","363261",37.10000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",RuC,"363223","363223",30.70000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",ReC,"363217","363217",21.30000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",BuB,"363181","363181",48.30000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",MrA,"363211","363211",40.70000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",TgB,"363236","363236",33.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",Sb,"363225","363225",24.60000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ZcB,"363260","363260",34.40000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",HbA,"363202","363202",42.50000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",RtC,"363222","363222",37.50000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",SnB,"363232","363232",31.80000000000
TX041,"5",ReC,"363217","363217",21.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",ShA,"363227","363227",64.70000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ShA,"363227","363227",64.70000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",ZcB,"363260","363260",34.40000000000
TX041,"5",RsD,"363221","363221",30.60000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RsD,"363221","363221",30.60000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",KrD,"363204","363204",7.50000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",BuA,"363180","363180",48.60000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ScC,"363226","363226",36.70000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",GvC,"363200","363200",32.00000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",BoA,"363177","363177",29.50000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",Pt,"363214","363214",0.00000000000
TX041,"5",Uh,"363246","363246",22.70000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",BeB,"363176","363176",41.50000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",ZaD,"363258","363258",34.20000000000
TX041,"5",ChD,"363186","363186",28.00000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",ScC,"363226","363226",36.70000000000
TX041,"5",RuC,"363223","363223",30.70000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",RbA,"363216","363216",26.30000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",GrD,"363199","363199",28.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",BrB,"363179","363179",38.80000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",ZcD,"363261","363261",37.10000000000
TX041,"5",Ur,"363247","363247",0.00000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",CrB2,"363189","363189",36.40000000000
TX041,"5",EuB,"363194","363194",6.20000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",ShC,"363228","363228",64.70000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",SkB,"363229","363229",17.70000000000
TX041,"5",DfC,"363191","363191",11.00000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",BoA,"363177","363177",29.50000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",WzA,"363253","363253",43.40000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",ZaB,"363256","363256",30.40000000000
TX041,"5",ZaC2,"363257","363257",36.50000000000
TX041,"5",GrC2,"363198","363198",29.90000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",CrB,"363188","363188",38.20000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",RsD,"363221","363221",30.60000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",ZcB,"363260","363260",34.40000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",SmC,"363230","363230",20.20000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",BwD,"363184","363184",42.60000000000
TX041,"5",BuA,"363180","363180",48.60000000000
TX041,"5",Sa,"363224","363224",24.60000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",BoB,"363178","363178",32.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",BuA,"363180","363180",48.60000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",PaC,"363213","363213",11.80000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",DeA,"363190","363190",34.80000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",BwC,"363183","363183",37.90000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",MaA,"363210","363210",40.00000000000
TX041,"5",BuA,"363180","363180",48.60000000000
TX041,"5",FaB,"363195","363195",37.10000000000
TX041,"5",ZcB,"363260","363260",34.40000000000
TX041,"5",GrC,"363197","363197",30.80000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",SmD,"363231","363231",18.10000000000
TX041,"5",TaA,"363235","363235",36.20000000000
TX041,"5",RsC,"363220","363220",32.30000000000
TX041,"5",ChC,"363185","363185",29.70000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",SxB,"363234","363234",22.60000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",KuC,"363205","363205",45.20000000000
TX041,"5",NvB,"363212","363212",11.30000000000
TX041,"5",RoB,"363218","363218",21.40000000000
TX041,"5",SpB,"363233","363233",26.90000000000
TX041,"5",ChD,"363186","363186",28.00000000000
TX041,"5",LfA,"363207","363207",29.90000000000
TX041,"5",DuC,"363193","363193",16.40000000000
TX041,"5",AxB,"363174","363174",37.90000000000
TX041,"5",ZuB,"363262","363262",40.50000000000
TX041,"5",RaB,"363215","363215",29.50000000000
TX041,"5",CrB,"363188","363188",38.20000000000
